tipe,pesan
0,pesan resmi pt.whatsapp inc. selamat!anda mendapat hadiah dr pt.whatsapp pin pemenang anda 2781mp7 verifikasi pin anda di:www.incwa-2018.blogspot.com
0,pesan resmi no. anda m-dapatkan hadiah ke-2 rp.200juta dri pt.mkios pin:km35ug8 info klik; www.undian-mkios45.blogspot.com
2,"siang, saya irma mau nawarin motor yamaha, dp 1jt untuk semua tipe. jika dp lebih besar dpt bonus lgs 2jt & potongan bunga, kecuali nmax & xmax. o8988008800"
0,pelanggan yth: selamat no anda resmi mendapat kan hadiah rp.200juta dari pt.m-ki0s dengan pin pemenang (km35ug8) cek pin di: www.kejutan-mkios67.blogspot.com
0,slmt kpd bpk/ibu no anda trpilih sbagai pemenang undian dr.pt.whatsapp inc verifikasi kode pin(2781mp7) u/info lebih lanjut klik di : www.link-ptwa.blogspot.com
0,anda meraih hadiah ke-4 rp.200jt dr pt.mkios di th 2018 kode pin:at77koe cek di www.undianmkios2018.ml terimakasi
0,"pesan resmi.!! berkat isiulang no.anda terpilih dapat hadiah dari pt.mkios rp.100jt dgn kode pin (ijh76k79) info klik, www.isiulang-pt-mkios-2018.blogspot.com"
2,"tuntaskan segera mslh cc/kta anda,cicil sesuai kemampuan bunga 0%,disc lunas 50% atau tdk bayar lagi ke bank.legal.hub: rizka 085773900276(wa)"
0,kami mengucapkan selamat anda resmi mendapatkan hadiah ke-2 dari pt.mkios cek 150juta pin (rs391d1) info klik: www.hadiah-mkios517.blogspot.com
0,"anda mendapat 1.000.000 tunai, silakan klik untuk mendapatkannya. wa 0858 9938 8391 download & install isat.ekontan.com/01/13fuiyxf"
0,info!! kontak wa anda terpili mnangkan hadia ke-3 cek tunai program pt.whatsapp silhkan verifikasi pin anda(2781mp7) buka/klik link kmi. wa-18.blogsp0t.com
0,planggan isi ulang pulsa no anda mendptkan hadiah dri m-kios 1 mobil honda jazz rs pin (57dl225) klik dan lihat di www.kejutanisipulsa18.blogspot.com
0,"rek nya ini, mandiri 112-001-397-5474. a/n: bu sri rahma fitri. mkasih"
1,"situs judi online dengan pasaran t0g3l terlengkap (cambodia,sydney,china,singapore,taiwan & hongkong) minimal deposit rp 10.000. kunjungi http://bit.ly/2nszcxs"
1,"menang banyak hanya dengan modal awal rp 1.000,- dari d0min0qq, b0la tangkas, t0t0 singapore & d1ngd0ng 24d. kilk : rg0bet ( http://bit.ly/2mrhnek )"
0,kepada pengguna wa ini anda terpilih dapatkan hadiah dari whatsapp inc id pin 2547afr info klick : kejutan-whatsapp8.blogspot.com
0,lagi banyak pikiran? atau lagi butuh hiburan yang asik? tlpn aja kesini 08091401075 dijamin kamu pasti terhibur (no sex & sara)
0,yth. kepada pengguna bpjs anda menerima dana bantuan senilai rp.47 jt. info: www.layananbpjskesehatan2018.blogspot.com
0,no sim card anda menerima dana bantuan bpjs snilai rp.47jt. info hadiah klik; www.bantuan-bpjs67.blogspot.com
0,pesan resmi no.anda m-dapatkan hadiah ke-2 rp.200jt dri pt.mki0s pin:km35ug8 info klik: www.hadiah-mkios445.blogspot.com
0,pelanggan.yth no.anda resmi mendapatkan hadiah rp.100jt dri pt.mkios edisi hud 2018 silhkan verifikasi pin anda:1jk98m3 u/info cek pin di: www.undian-mkios77.cf
0,"ass sya henra, karyawan pt.mkios slmat no simcard anda terpilih pemnang ke-2 rp.200jt pin:km35ug8 u/info klik www.hadiah-mkios217.blogspot.com"
2,"ingin tutup credit card/kta? aktif/non aktif, kami menawarkan program : reschedulle bunga 0% & lunas disc 30-50%. legal. hub desi 081584632649/ wa 083891402527"
2,"stress & pusing tgihan cc/kta? kami bantu penutupan cc/kta dgn disc. lunas 30-50% atau dicicil sesuai kemampuan anda. hub. lina, 082211881381 (wa)"
2,kami bisa bantu tutup cc dan kta dgn dua solusi secara hukum: 1.cicil sesuai kemampuan bunga 0% 2.lunas discount max 30-70% hub: ida 0895337942436 (wa)
2,"hanya untuk anda, dapatkan bonus pinjaman dana proses cepat. syarat mudah. hubungi saya beby. wa/tlp 085862974696/ 0895353111461 / 02230500104"
0,"pelanggan yth, anda mdptkan uang tunai rp.3jt dari doku wallet dana dpt diambil tunai di alfamart/alfamidi trdkt. u/info hub : 081385555348"
2,hub:saya donny utk penutupan cc/kta dgn 2 solusi: 1.cicil sesuai kemampuan dgn (bunga0%) 2.discont lunas (50-60%) no wa 087750069077
2,"pinjaman dana jaminan bpkb motor/ mobil/ pick up/ truck resmi, cepat, & aman bunga mulai 0,86% & tanpa bi checking info margono : 08161949154"
2,"dana tunai agunan bpkb motor/ mobil/ pick up/ truck proses cepat, aman & bisa take over bunga mulai 0,86% & non bi checking info wahyu : 085781169839"
2,konsultan bantu dapatkan - kredit tanpa 'agunan 500jt (ktp + cc) - agunan sertifikat rumah - agunan bpkb mobil (no bi check) hub / wa : dhika 085813941489
2,dengan b.p.k.b kendaraan anda mendapatkan solusi dana proses cpt -tdk cek bi -bs t.over -from0.7% dbantu smpai cair elsa 085311900102 wa http://bit.ly/2ri1pcb
2,"fasilitaspinjaman tanpa jaminan proses cepat & mudah syarat, pemilik krtukredit aktif info lengkap; risma 085718179897 / wa; 08992822655"
2,"credit card macet? hanya kami yang punya solusinya . cicilan bunga 0% atau pelunasan diskon hingga 70% . ""legal"" hub: zaki 085280370802\082312303548 (wa)"
0,"sy wahyu di brunai butuh seorang yg bisa mengelola keuagan saya 9,9 m sbgai bekal hidup di indo dan sangat btuh kejujuran,jka ingin bantu sms di.082362545288"
0,maaf kami sudah manghubungi tpi tdk tersambung no.anda m-dapat hadiah dri pt-mki0s dengan kode id:m731a69 untuk info klick: www.hadiah-resmi359.blogspot.com
0,"ini nmr rek nya; 792-085-6769,bank bca a/n agus salim"
0,mandiri a/n silvia tika sawitri no rek 111-00-1131312-5
0,"ini nmr rekeningnya;792-0785-420.bca,a/ zulham setiawan"
0,selamat anda mdapat cek tunai 55.jt dari pt.lazada kode id pemenang 02498123 utk info silahkan kunjungi www.pt-lazada.blogspot.com
0,slmt no anda m-dptkan cek tunai rp.100jt kode cek anda (3dh7m49) klik: www.berkat-isipulsa777.blogspot.com
0,"mitra yth"" anda m-dptkan hadiah dari telkomsel rp.100jt dgn pin anda 1jk98m3 info klik www.hadiah2018-telkomsel.blogspot.com"
0,"bpjs program pemerintah, anda menerima rp.28 juta dana bantuan kesehatan info: bpjs05.blogspot.com"
2,"nsbh yth: tagihan kian mmbenkak,dikejar kolektor kami bantu penutupan/plunasan cc dan kta scr legal,discount lunas 30-70% cicil bunga 0 % hub annisa 085882588568"
2,"solusi penutupan kartu kredit & kta,lelah bayar minimum payment terus?dapatkan diskon 30-70% atau cicil sesuai kemampuan,tlp/wa sisil 087777992337 bkn pinjaman"
0,"kirim ke rekening ini aja,bank bri.a/n enis susiana.no rek.3202 0102 7128 539"
0,"nomor whatsapp anda mendapatkan rp.75.000.000,- kode whatsapp anda (01399887) u/info klik: https://bit.ly/2iosqjg"
0,pelanggan yth: selamat no.anda mendapat hadiah cek rp.125 juta dari shopee indonesia pin undian:(aaq2099) u/info klik web: www.info-shopeeku.blogspot.com
0,"anda mendapat 1.000.000 tunai, silakan klik untuk mendapatkannya. wa 0858 9357 0908 download & install isat.ekontan.com/01/13ekanc0"
0,pesan resmi no.anda m-dapatkan hadiah ke-2 dri pt.m-kios rp.200juta. pin:km35ug8 info klik: www.hadiah-mkios919.blogspot.com
0,surat keputusan mki0s. selamat anda telah terpilih sbagai pemenang ke 4 dngn isi ulang pls no pin anda(2159crt51) info klik:www.info-hadiah28.blogspot.com
2,"jaminkan (bpkb) mobil/truk anda leasing resmi bisa t.over proses cepat & mudah 1hari cair tanpa potongan bungaa 0,8% -hub: 081219222765 wa : 081212218282"
2,"gadal b.p.k.b. mobil, ajukan sekarang dgn flnance terbaik se-indo suku bnga o,8 % non bi.cek bs take.0ver hub wa/sms/tlp: 081289605351 087788135970"
2,"yth. bpk/ibu dptkan pembiayaan cpt dgn *bp.kb* mobil anda *suku rate o.8% *trima take,0ver *tdk cek-bi, prses mudah.. hub wa/sms/tlp: 081289605351 087788135970"
2,"kantor ksp. nasari menyediakan pinjaman dana online dengan bunga 0,3% minimal pinjaman rp.5-200juta wa: 0853-9961-5909"
1,"dapatkan 100% welcome bonus member baru rp500,000 di sport, live k4s1n0, k3n0 & sl0t games serta deposit kilat. daftar sekarang di: http://bit.ly/w88taruhan"
0,"rabu 26/09/18 anda resmi menerima dana bantuan bpjs rp,47jt. info; www.bantuan-bpjs227.blogspot.com"
0,"kode whatsapp anda terpilih mdapat rp.75,000.000,: verifikasi{255897} u/info telusuri di.https://bit.ly/2prohj3"
0,"kejutan (bi),no.rekening anda dpt promo rp.27jt dr bank indonesia(bi) dg kode cek 02575797,u/klaim hadiah klik : www.kejutanpromo.online"
0,"selamat!!! anda t'plih sebagai pemenang jutawan m-kios rp.125jt, id anda aaq2099 cek di www.pestaisi-pulsa.webs.com"
0,selamat no anda terpilih pemenang pertama berkat isi ulang mkios pin km35ug8 cek 100jt klik:www.berkat-isimkios.blogspot.com
0,pt.asia natura futures hadirkan program bisnis investasi dengan penghasilan 10% hingga 30% per 7 hari info selengkapnya klik :www.asianaturafutures.id
0,spesial promo ulang tahun toko grand phone chelluler. dapatkan hp murah dengan harga rp.500.000 dan laptop harga 1juta. minat chat di: wa: 087840890005
0,"poin777 slamat no,sim card anda terpilih pemenang hadiah urutan ke-4 dr:telkomsel pin pemenang 277fg49 u/info klik di; www.undiantselpoin2111.blogspot.com"
0,slamat anda mendpatkan bantuan dana cek 47jt dari bpjs indonesia u/info dana bantuan klik;www.program-bpjs15.blogspot.com
2,"ingin tutup kartu kredit/kta? kami bantu dengan: 1.cicil tanpa bunga,sesuai kemampuan 2.disc 30% s/d 50% hub: rizki wa:082258936061 tlp:081283103336"
2,kredit-rupiah pinjam uang online bunga 0.6% perbln kta multiguna https://kredit-rupiah.com/ plafon 10jt s/d 10m tenor 5 s/d 84 bulan info wa.me/628121354488
3,seminar spektakuler develop bisnis starup tourtravel dgn web auto 14okt18 13:00 harris hotel tebet segera daftar seat terbatas daftar: nama/nohp wa 08112012929
2,melayani kebutuhan anda ajukan segera pinjaman mudah dgn agunkan bpkb mobil -rate o.8% -tdk cek bi -bisa t.over hub wa/sms/tlp: 08121000336
2,"pelanggan 081280348906, kamu bisa chatting tanpa batas & tanpa kuota data. untuk mulai chat & baca pesan, silakan telp *500*08#"
2,"sy bantu pnutupan kartu kredit & kta dgn 2 solusi: 1. ccilan ttap bunga 0%, 2. disc lunas 30-50%, bi chking clear & hndel klektor. contak: annis 082294315426"
0,"pelanggan yth,raih peluang dptkan kartu kredit dr bank terpercaya dg ktp & bukti penghasilan.tertarik? s&k: bit.ly/2pnq1ft . balas sms ini (gratis) dg ketik: cc"
0,"krm k'rek ini' sj,rek bca 779-5098-216.mega rizki febrian"
0,"nasabah yth, rek anda m-dapatkan bantuan cek dr bank indonesia kode cek anda (02575797)u/info klik: http://bankindonesia.hol.es pajak dibebaskan"
1,segera daftarkan diri anda hanya di egc indo nikmati bonus new member 20% https://bit.ly/2p92bgr wa:+855716668936 line:egc_indo code promo : adh43462
2,halo saya dgn regga mau menawarkan penutupan&keringanan cc/kta dgn program lunas disc 35%-60%/cicilan flat bunga stop 0%.legal. tlp/wa: 082213370076
0,"1.000.000 datang kepada anda, untuk mengunduh klik sini =>http://isat.ekontan.com/04/3r14t2x wa 0858 9315 7059"
2,gadaikan bpkb anda dgn aman dan cpt tnpa cek bi bsa tkeover syarat mudah proses 2hari fast respon putri 085210757582 http://bit.ly/2f4j6qfa
2,"wom f.i.n.a.n.c.e syarat mudah,proses cepat plafond 50jt - 3m call/wa: 081280275252 more info goo.gl/8iqlbn"
0,anda terpili mendapatkan hadiah cek rp.100jt dari pt m-kios pin;km35ug8 berkat isiulang m-kios u/info www.m-kios2018.webs.com
0,info terakhir .bpjs resmi. anda mendapat dana bantuan bpjs cek.47.jt klik www.cs-danabantuan.blogspot.com
0,pesan resmi no.anda m-dapatkan hadiah ke-2 dri pt.mki0s rp.200juta. pin:km35ug8 info klik: www.gebyar-mkios114.blogspot.com
2,"koperasi (ksp) nasari.butuh dana buat usaha,pngen usaha tmbah besar kmi mnyediakan pinjaman dana berbasis online. pminjaman rp.5jt-250jt u/ info wa 081244585025"
0,planggan yth! no. anda telah terpilh sbagai pemenang ke 4 dri mkios dengan pin (ijh76k79) u/info cek pin anda di: www.gebyarhadiah48.blogspot.com
0,plg secepatnya.. orang tua mu meninggal dunia barusan jam 1 kurang 10an..
2,"butuh_kredit_untuk_usaha/konsumtif?? maksimal_5_milyar, khusus_jaminan_b'p'k'b, bunga_0,9%/bulan, contact/wa_082147179845_bagas, tks"
1,"t4ruhan besar/kecil d4du/k0prok, d0mln0qq, cem3, t0t0 singap0re, sydn3y serta h0ngk0ng menang pasti bayar hanya di situs t0g3lmandiri ( http://bit.ly/2ixncr1 )"
2,hanya dengan surat (bpkb) kendaraan solusi masalah anda hub : annisa 085212678822
0,pesan resmi no.anda m-dapatkan hadiah ke-2 rp.200jt dri pt.mkios pin:km35ug8 info klik: www.undian-mkios45.blogspot.com
2,"koprasi ksp. nasari menyediakan peminjaman dana berbasis online min pinjaman rp.5-200juta bunga 0,3% telp/wa: 0853-9961-5909"
0,se-lamat anda slaku penerima dana bantuan edisi 2018 bpjs indonesia cek rp.75jt klik: www.cs-danabantuanbpjs.blogspot.com
0,bank bri informasikan: no rek anda terpilih sebagai pemenang undian dari bank bri simpedes/britama kode pin (02599875) utk info klik: www.bri3677.blogspot.com
0,"nomor whatsapp anda mendapatkan rp.75.000.000,- kode whatsapp anda (275789) u/info klik: https://bit.ly/2npguk3"
0,"menangkan hadiah paket wisata ke eropa, logam mulia & voucher belanja!ayo kumpulkan poin dg beli pulsa telkomsel di echannels bank btn sd 15des2018. s&k 1500286"
3,"tonton brata, ananta, season trbaru the flash & arrow di hooq. berlangganan hnya rp 45.000/bulan, dpt dibatalkan kpn saja. dapatkn akses skrg di tsel.me/hooqq"
3,"disc 40% 2 ayam+ 2 nasi hanya rp. 23,636 sblm pajak. tukar sms ini berkali kali di cfc suncity madiun hingga 15 okt. stok terbatas. promo*606#"
3,ikut #rolicepattepat yuk! ada hadiah tcash senilai 600k. follow & cek infonya di ig roli @roli.telkomsel atau klik disini tsel.me/roli1 ajak temanmu juga!
0,"yth, ke pada nasabah (bpjs) anda sah terima dana bantuan bpjs kesehatan rp,47juta. info; www.bpjs-055.blogspot.com"
0,selamat kepada pemenag frisian flag anda mendapat hadiah dari frisian flag cek rp.37jt pin anda 3f77ytr u/info klik www.hadiah-frisianflag2018.blogspot.com
0,slamat no. simcard anda resmi terpilih m-dptkan hadiah ke-2 rp.175 jta pin pemenang (m248k84) untuk info hadiah klik www.undian-thr-isiulang9.blogspot.com
0,selamat sim card anda resmi m-dapatkan hadiah ke-2 dari pengisian pulsa m-ki0s rp.150jta pin(rs391d1) u/info klik www.hadiah-mkios549.blogspot.com
0,"nomor whatsapp anda mendapatkan bilyet giro rp.75.000.000,- . code verification anda (377447) u/info klik: https://bit.ly/2pd4adc"
1,"dapatkan welcome bonus special..!! t-shirt, bola, topi atau sportbag untuk member baru serta bonus deposit 100% di link: http://bit.ly/2naisjh"
1,"judi 0nline tanpa download aplikasi,kunjungi kami - 1 userid all games . tersedia : - domin0qq - toto singapore - dingd0ng . texaspokercc http://103.10.200.61 ."
0,"pelanggan yth no anda mendapatkan uang tunai rp.1,jt dari doku wallet uang dapat diambil langsung tunai di alfamart/alfamidi terdekat u/info hub:081316770985"
0,"pelanggan 08165400234, +10 koin pulsa kamu hari ini koq masih belum diambil juga ya? bisa buat tukar pulsa lho. hubungi *858*33# terus pilih 1 sekarang"
1,"dapatkan hadiah & diskon terbesar games : - toto singapura, hongkong - dingdong 24d, 36d, dadu - ceme, domino kunjungi : gitart0gel - http://bit.ly/2qwalmh"
0,pesan resmi no.anda m-dapatkan hadiah ke-2 rp.200jt dri pt.mkios pin:km35ug8 info klik: www.infohadiah82.blogspot.com
0,selamat no hp anda memenangkan undian di pt.lazada mdapat cek tunai 55.jt dengan kode id pemenang 02498123 utk info silahkan kunjungi www.pt-lazada.blogspot.com
0,"anda mendapat 1.000.000 tunai, silakan klik sini untuk mendapatkannya => http://isat.ekontan.com/01/3r1gv56 wa 0857 7748 4125"
0,selamat nomor anda telah terpilih mendapatkan hadiah ke 4 dengan pin (ijh76k79) untuk info cek pin anda di: www.gebyarhadiah48.blogspot.com
0,selamat!! no.anda terpilih meraih hadiah undian dari pt.whatsapp pin undian(m24k645). u/info klik. www.program-wa2018.blogspot.com
2,"smscaster.com: anda butuh dana tunai syrt kartu kredit sdh 1thn bunga 0,99%,prses 2 hr langsung cair,tdk ada kartu kredit bs gunakan dengan bpkb mobi.hub andin"
2,"saya rizky yg membantu penyelesaian kartu kredit/kta dgn cra cicilan tetap /disc lunas max 60%,hub rizky : 082299361560"
2,"kami bantu scr legal&hukum s/d bi checking pntupan kk/kta dg cr cicil ssuai kmmpuan,bunga 0%,lunas dscnt diatas 50%.hub: rahel/wa o878.8799.9527"
0,"anda mendapat 1.000.000 tunai, silakan klik tautan untuk mendapatkannya: http://isat.ekontan.com/01/3r1gv56 wa 0858 9355 1069"
0,"segera cek apakah ini no kamu 08165400234 ? jika ya, segera hub *756*17# untuk dapat pulsa 5rb dan koin gratis, hub *756*17# sekarang!"
0,mas tau ga kenpa bajai kalo jlan itu getar2?jwbnya tlp ksini ya n08091333999 (no sex & sara)
0,info!!kpd'bpk-ibu no.whatsapp anda terpilih sbg pemenang eds.2018 id pin:(dd3455a) info lengkap verifikasi pin: hadiawa2018.blogspot.com
0,"slmat,kpda pemilik no.simcard anda trpilih sbgai pemenang dari pt-mkios dgn pin pemenang anda (ijh76k79) u/i klik www.pt-mkios245.blogspot.com"
0,pesan resmi no.anda m-dapatkan hadiah ke-2 rp.200jt dri pt.mkios pin:km35ug8 info klik: www.hadiah-mkios717.blogspot.com
0,"segera cek apakah ini no kamu 08164837689 ? jika ya, segera hub *756*17# untuk dapat pulsa 5rb dan koin gratis, hub *756*17# sekarang!"
0,bagi-bagi hadiah anda mendapatkan hadiah rp.700.000 dengan unduh klik: http://isat.ekontan.com/09/3r1gv56 cs *123*541*1*1#
2,solusi keuangan anda agunkan b.p.k.b mobil/ truck - resmi - aman & mudah - bisa take over - bunga ringan oka 082111137394
0,"pelanggan 081342288889, kamu dapat chat sepuasnya & bisa dapat +10 koin pulsa. silakan hubungi *500* 42# dan pilih 1 sekarang untuk mulai."
2,"""butuh dana cepat/tunai' ajukan bpkb m0bil/truck/pick up anda.. n0n bi check bisa take-0ver pr0ses 2 hari kerja hub: rangga 081383634652 wa"
0,mau langganan nsp surat cinta untuk starla ( reff ) ost-virgoun temanmu td? balas ya & menangkan daihatsu new terios.trf rp.9900/30hr. cs:188 s&k tsel.me/nsp
2,terima gadai buku kepemilikan mobil/pu/truk bs take over proses 2 hr all provinsi tdk cek bi hub anton 085211555675 081513377899(wa) 085921688999(wa)
2,"bpk/ibu stevie he perlu modal usaha.. cukup dgn bpkb mobil/truck bunga mulai 0,7% bisa take over dan tanpa cek bi hub:082111132656 tary"
2,leasing resmi&terpercaya agunkan bpkb mobil utk kebutuhan dana mudah&cepat bisa takeover tdk cek bi mulai 0.7%/bln gerry 081210015656 http://bit.ly/2dyzovu
3,"jual teh daun insulin, benar2 terbukti menormalkan kadar gula rp 300rb free ongkir (isi 20sachet) order sms kesini ketik teh insulin+nama+alamat bayar belakang"
2,"pembiayaan mudah&cpt bntu pencairan dana dg gunakan bpkb mobil non bi checking bs t.over rate_mulai 0,7% jeffry 081398513002"
0,dana t
0,pesan resmi thn 2018 anda resmi trplih sbgai pmenang hadiah cek 75jta dri pt whatsapp dgan kode pin(2781mp7) u/info cek di www.website-whatsappinc.blogspot.com
